"*RESPNUM","CCGID","RUNID","INTDATE","EGYPTAIR","DAY","GATE","BAREA","STRATA","PEAK","METHOD","SAQ","AIRLINE","DESTINATION","FLIGHT","AIRLINE CODE","DEST CODE","DESTGEO","DESTMARK","ARRTIME","DEPTIME","HOWLONG","Q2PURP1","Q2PURP2","Q2PURP3","Q3GETTO1","Q3GETTO2","Q3GETTO3","Q3PARK","Q4BAGS","Q4STORE","Q4FOOD","Q4WIFI","Q5TIMESFLOWN","Q5FIRSTTIME","Q6LONGUSE","Q7ART","Q7FOOD","Q7STORE","Q7SIGN","Q7WALKWAYS","Q7SCREENS","Q7INFODOWN","Q7INFOUP","Q7WIFI","Q7ROADS","Q7PARK","Q7AIRTRAIN","Q7LTPARKING","Q7RENTAL","Q7ALL","Q8COM","Q8COM2","Q8COM3","Q8COM4","Q8COM5","Q9BOARDING","Q9AIRTRAIN","Q9RENTAL","Q9FOOD","Q9RESTROOM","Q9ALL","Q9COM","Q9COM2","Q9COM3","Q10SAFE","Q10COM1","Q10COM2","Q10COM3","Q11TSAPRE","Q12PRECHECKRATE","Q12PRECOM1","Q12PRECOM2","Q12PRECOM3","Q13 COUNTY","Q13GETRATE","Q14FIND","Q14PASSTHRU","Q15PROBLEM","Q15COM1","Q15COM2","Q15COM3","Q16LIVE","Q17CITY","Q17STATE","Q17ZIP","Q17COUNTRY","HOME","Q18PET","Q19AGE","Q20GENDER","Q21INCME","Q22FLY","Q23SJC","Q23OAK","LANG","WEIGHT"
"3000","2527","504","42496","1","6","84","F","2","1","1","2","UNITED","BAKERSFIELD","5613","28","3","1","1","N","12:34:00","N","2","","","3","","","","0","1","0","0","1","2","1","2","2","2","2","2","2","2","2","2","6","6","6","6","6","6","0","","","","","0","6","6","6","3","3","0","","","0","0","","","0","","","","","11","2","0","0","0","","","","3","DANVERS","MN","","UNITED STATES","11","1","55-64","Female","1","2","2","2","1","1.757875"
"3054","2558","506","42496","1","6","90","F","2","2","1","2","UNITED","BOSTON","242","28","7","2","3","12:15:00","14:30:00","135","3","","","5","","","","1","1","1","1","1","1","3","4","4","0","0","3","4","3","3","5","4","6","6","6","6","4","0","","","","","0","0","0","0","0","0","0","","","4","0","","","1","5","0","","","5","3","3","5","2","","","","3","HAMPTON","NY","3842","UNITED STATES","12","1","55-64","Female","1","2","2","2","1","1.757875"
"2075","2855","536","42498","1","1","31","B","2","1","1","2","SOUTHWEST","SAN DIEGO","2032","25","55","1","2","11:30:00","12:35:00","65","2","6","","9","","","","2","2","2","2","0","2","1","3","6","6","0","4","4","6","6","6","5","6","5","6","3","4","0","","","","","3","4","4","6","2","3","0","","","5","0","","","1","5","0","","","6","4","3","3","2","","","","3","SAN DIEGO","CA","92130","UNITED STATES","10","1","55-64","Female","1","2","2","1","1","0.8875125"
"256","166","562","42499","1","2","72","F","1","1","1","1","UNITED","LOS ANGELES","256","28","34","1","4","7:00:00","9:51:00","171","3","","","3","","","","2","2","1","2","1","1","2","5","4","3","5","5","5","5","5","6","6","6","6","6","6","5","705","","","","","5","6","6","5","4","5","0","","","5","1","","","0","","","","","11","5","5","6","2","","","","3","HONOLULU","HI","96786","UNITED STATES","10","1","55-64","Female","1","2","2","2","1","1.757875"
"2486","1496","602","42499","1","2","91","G","2","3","1","2","UNITED INTL","CHENGDU","9","29","12","8","4","N","13:20:00","N","2","","","3","","","","1","0","0","0","2","1","1","0","0","0","4","0","4","0","0","0","0","0","0","0","0","5","0","","","","","5","0","0","5","5","5","0","","","0","0","","","4","","","","","11","5","5","0","2","","","","3","CHENGDU","","","CHINA","16","1","55-64","Female","1","2","2","2","3","0.91742168674699"
"2905","1468","592","42500","1","3","61","E","3","2","1","1","UNITED","PHOENIX","1524","28","49","1","4","17:30:00","20:45:00","195","2","","","3","","","","2","1","1","1","1","2","1","5","5","4","5","5","5","6","6","5","6","6","6","6","6","5","209","","","","","5","6","6","5","5","5","0","","","5","21","32","","4","","","","","11","5","5","5","2","","","","3","FLAGSTAFF","AZ","86004","UNITED STATES","10","1","55-64","Female","1","2","2","2","1","1.757875"
"133","248","736","42504","1","7","62","E","3","2","1","1","UNITED","WASHINGTON-DULLES","639","28","69","2","2","13:00:00","22:06:00","546","3","","","3","","","","1","2","1","2","1","1","4","4","4","3","5","4","5","6","6","6","6","6","4","6","6","4","991","","","","","5","6","6","5","5","5","0","","","5","5","","","2","","","","","11","5","5","5","1","27","","","3","BYRON BAY","","","AUSTRALIA","19","1","55-64","Female","1","2","2","2","1","1.757875"
"237","226","732","42504","1","7","77","F","3","2","1","2","UNITED","ONTARIO (CALIF)","5086","28","45","1","1","13:00:00","17:53:00","293","10","","","2","","","","0","0","1","0","1","0","2","5","4","0","5","4","5","4","0","1","4","0","4","0","0","4","319","2","","","","5","5","5","4","4","4","0","","","4","0","","","1","4","0","","","3","4","4","0","2","","","","3","REDLANDS","CA","92374","UNITED STATES","10","1","55-64","Female","1","2","2","4","2","1.757875"
"1077","2040","747","42505","1","1","6","A","3","2","1","2","ALASKA","SALT LAKE CITY","744","7","54","1","2","N","20:50:00","N","2","3","","3","","","","1","2","1","1","2","1","2","6","3","3","4","4","4","3","3","4","6","6","6","6","6","3","0","","","","","3","6","6","3","2","3","0","","","4","0","","","2","","","","","11","0","3","3","1","14","","","3","OREM","UT","84058","UNITED STATES","10","1","55-64","Female","1","2","2","4","1","0.35525"
"982","1685","760","42506","1","2","93","G","3","3","1","1","AIR CANADA","VANCOUVER","571","3","68","4","3","16:00:00","20:00:00","240","3","","","6","","","","2","1","2","1","1","1","2","5","5","5","5","5","5","5","5","5","6","6","6","6","6","5","508","313","","","","5","6","6","5","5","5","0","","","5","3","","","1","4","2","","","1","5","5","5","2","","","","3","VANCOUVER","","","CANADA","13","1","55-64","Female","1","2","2","2","1","0.2510956937799"
"2830","1292","754","42506","1","2","46","C","2","1","1","2","DELTA","MINNEAPOLIS","2305","15","39","3","4","9:15:00","12:40:00","205","3","","","6","","","","2","2","2","2","1","1","4","5","5","5","5","4","5","5","5","6","6","6","4","6","6","5","9","203","","","","5","5","6","6","0","0","0","","","4","0","","","1","5","1","","","2","5","5","5","2","","","","3","POLAND","OH","44514","UNITED STATES","11","1","55-64","Female","1","2","2","2","1","1.0455967741935"
"878","878","763","42507","1","3","55","D","1","1","1","2","VIRGIN AMERICA","PORTLAND","219","30","51","1","2","8:10:00","9:25:00","75","6","","","1","","","3","2","2","1","2","2","1","4","3","4","4","4","4","3","0","6","6","4","4","6","5","6","4","0","","","","","4","6","6","4","3","4","0","","","5","0","","","2","","","","","30","4","5","4","2","","","","3","VISALIA","CA","93292","UNITED STATES","10","1","55-64","Female","1","2","2","1","1","1.0005296442688"
"1607","1913","778","42508","1","4","4","A","1","1","1","2","DELTA","LOS ANGELES","2754","15","34","1","4","8:30:00","10:00:00","90","2","","","12","","","","1","2","1","2","1","1","4","4","4","3","4","4","4","4","4","6","4","6","6","6","6","4","999","","","","","5","6","6","4","4","4","0","","","5","6","1","","1","5","1","","","5","3","4","5","2","","","","3","ERLANGER","KY","41018","UNITED STATES","11","1","55-64","Female","1","2","2","2","1","1.0455967741935"
"2655","1333","781","42508","1","4","84","F","1","2","1","2","UNITED","SACRAMENTO","5093","28","53","1","2","4:58:00","7:41:00","163","10","","","3","","","","0","1","1","1","3","1","4","3","4","4","5","5","5","5","5","5","4","4","6","6","6","5","0","","","","","3","6","6","4","3","4","0","","","3","16","39","","4","","","","","11","6","4","6","2","","","","2","RANCHO CORDOVA","CA","95742","UNITED STATES","10","1","55-64","Female","1","2","2","2","1","1.757875"
"898","913","811","42509","2","5","98","G","3","3","1","2","UNITED INTL","FRANKFURT","926","29","21","6","4","14:00:00","19:00:00","300","2","","","7","","","","1","1","2","2","1","1","4","3","3","3","5","5","5","6","6","6","6","6","6","6","6","3","701","","","","","5","6","6","3","6","3","0","","","3","0","","","2","","","","","7","4","4","4","2","","","","1","SANTA CLARA","CA","95050","UNITED STATES","4","1","55-64","Female","1","2","1","1","1","0.91742168674699"
"964","1258","822","42510","2","6","45","C","2","1","1","2","AMERICAN","PHOENIX","1854","8","49","1","4","9:30:00","11:55:00","145","3","","","9","","","","1","1","2","1","3","1","2","4","4","4","5","5","5","6","6","4","6","6","4","6","3","4","999","","","","","5","5","5","5","4","5","101","","","5","0","","","1","4","0","","","6","4","4","4","2","","","","3","FLAGSTAFF","AZ","86004","UNITED STATES","10","1","55-64","Female","1","2","2","2","1","1.1225454545455"
"2895","1130","855","42513","2","2","4","A","2","3","1","2","AEROMEXICO","GUADALAJARA","663","2","23","4","1","8:00:00","11:45:00","225","3","","","2","","","","2","2","2","2","1","2","1","4","4","4","4","4","4","4","4","3","5","5","5","5","6","5","999","","","","","5","5","5","5","5","5","0","","","3","29","","","1","3","15","","","5","5","5","5","1","8","","","3","JALISCO","","","MEXICO","13","4","55-64","Female","1","2","2","2","2","0.97551767151767"
"703","766","858","42514","2","3","58","D","1","2","1","2","AMERICAN","DALLAS-FT. WORTH","1454","8","15","3","4","2:00:00","6:00:00","240","3","","","2","","","","1","0","1","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","5","0","0","0","0","0","0","","","5","0","","","1","5","0","","","2","4","1","0","2","","","","1","CONCORD","CA","94520","UNITED STATES","5","1","55-64","Female","1","3","2","2","1","1.1225454545455"
"704","767","858","42514","2","3","58","D","1","2","1","2","AMERICAN","DALLAS-FT. WORTH","1454","8","15","3","4","3:35:00","6:00:00","145","6","","","2","","","","1","2","2","2","1","1","4","3","3","3","5","3","3","3","3","3","1","3","3","3","3","3","16","","","","","3","3","3","3","3","3","0","","","5","0","","","1","5","19","","","8","5","5","5","1","8","","","1","VALLEJO","CA","94589","UNITED STATES","8","1","55-64","Female","1","2","2","2","1","1.1225454545455"
"2768","944","871","42514","2","3","74","F","3","3","1","2","UNITED INTL","VANCOUVER","460","29","68","4","3","17:10:00","19:53:00","163","0","","","3","","","","0","0","2","2","2","1","1","6","3","6","3","0","4","4","0","1","6","6","6","6","6","3","0","","","","","5","6","6","6","4","4","0","","","5","0","","","1","5","0","","","11","5","4","6","2","","","","3","VANCOUVER","","","CANADA","13","1","55-64","Female","1","2","2","2","1","0.91742168674699"
"2780","953","871","42514","2","3","74","F","3","3","1","2","UNITED INTL","VANCOUVER","460","29","68","4","3","17:05:00","19:53:00","168","2","","","3","","","","0","0","1","0","1","1","2","3","3","3","4","4","4","6","6","6","6","6","6","6","6","3","4","","","","","4","6","6","4","4","4","0","","","4","20","","","4","","","","","11","4","5","6","2","","","","3","VANCOUVER","","","CANADA","13","1","55-64","Female","1","2","2","2","1","0.91742168674699"
"1272","2701","527","42497","1","7","94","G","3","2","1","2","UNITED","LOS ANGELES","525","28","34","1","4","15:45:00","17:53:00","128","3","","","3","","","","2","2","2","2","1","1","4","3","6","6","4","5","5","6","6","6","6","6","6","6","6","4","311","","","","","5","6","6","6","5","5","0","","","5","24","","","4","","","","","11","6","5","6","2","","","","3","LANCASTER","CA","93535","UNITED STATES","10","1","55-64","Female","2","2","2","2","1","1.757875"
"2124","2654","552","42498","1","1","96","G","3","2","1","2","UNITED","SEATTLE","810","28","60","1","4","N","18:06:00","N","3","","","3","","","","2","1","1","2","1","1","2","5","0","5","5","5","5","6","6","6","6","6","6","6","6","5","0","","","","","5","5","6","4","5","5","0","","","5","0","","","4","","","","","11","6","5","6","2","","","","3","MARYSVILLE","WA","98271","UNITED STATES","10","1","55-64","Female","2","2","2","2","1","1.757875"
"2295","2974","549","42498","1","1","95","G","3","3","1","2","AIR CANADA","VANCOUVER","569","3","68","4","3","14:15:00","17:20:00","185","2","","","3","","","","0","1","1","1","1","1","1","4","3","3","3","4","4","3","3","3","3","4","6","6","5","4","0","","","","","4","6","4","4","3","4","0","","","4","0","","","2","","","","","11","4","4","4","2","","","","3","LANGLEY","","","CANADA","13","1","55-64","Female","2","2","2","2","1","0.2510956937799"
"2311","2928","547","42498","1","1","92","G","2","3","1","2","UNITED INTL","PARIS-DE GAULLE","990","29","47","6","4","11:30:00","14:45:00","195","2","","","3","","","","2","2","1","2","1","1","2","5","4","4","5","5","5","5","5","6","6","6","6","6","6","4","0","","","","","4","4","4","4","4","4","0","","","4","0","","","1","5","0","","","11","6","3","3","2","","","","3","COALINGA","CA","93210","UNITED STATES","10","1","55-64","Female","2","1","2","2","1","0.91742168674699"
"2518","2900","546","42498","1","1","94","G","2","3","1","2","UNITED INTL","XI'AN","853","29","71","8","3","9:30:00","13:25:00","235","2","","","3","","","","2","2","2","1","3","1","2","5","5","5","5","5","5","5","5","5","4","3","3","3","5","4","0","","","","","4","3","4","5","3","4","0","","","3","0","","","1","5","0","","","11","4","5","5","2","","","","3","BENSENVILLE","IL","60106","UNITED STATES","11","1","55-64","Female","2","1","2","2","1","0.91742168674699"
"2519","2901","546","42498","1","1","94","G","2","3","1","2","UNITED INTL","XI'AN","853","29","71","8","3","10:30:00","13:25:00","175","2","","","3","","","","0","1","0","1","4","1","4","4","5","3","4","4","4","5","5","3","4","3","3","3","4","4","999","","","","","5","4","4","3","3","4","0","","","5","21","","","0","","","","","11","0","3","4","2","","","","3","DES PLAINES","IL","60016","UNITED STATES","11","1","55-64","Female","2","2","1","1","1","0.91742168674699"
"38","46","578","42499","1","2","30","B","3","2","1","1","SOUTHWEST","LAS VEGAS","1307","25","30","1","4","17:40:00","19:10:00","90","2","","","2","","","","1","2","2","2","1","1","4","4","6","5","5","5","4","6","6","6","5","3","6","6","6","4","621","","","","","5","6","6","4","5","4","0","","","5","96","","","1","5","2","1","","6","4","4","5","2","","","","1","SAN MATEO","CA","94401","UNITED STATES","2","1","55-64","Female","2","2","2","2","1","0.8875125"
"47","55","578","42499","1","2","30","B","3","2","1","2","SOUTHWEST","LAS VEGAS","1307","25","30","1","4","17:10:00","19:10:00","120","3","","","2","","","","1","0","0","0","3","1","4","3","3","3","4","4","4","3","3","4","6","6","4","6","6","4","0","","","","","4","4","6","3","3","4","0","","","4","5","","","1","5","1","","","5","4","4","4","2","","","","1","SAN FRANCISCO","CA","94122","UNITED STATES","1","1","55-64","Female","2","2","4","1","1","0.8875125"
"366","21","577","42499","1","2","31","B","3","2","1","2","SOUTHWEST","SANTA ANA","1860","25","58","1","2","16:30:00","17:55:00","85","3","","","2","","","","2","1","2","2","3","1","4","1","3","3","4","4","0","3","3","6","6","6","6","6","6","4","0","","","","","0","6","6","6","3","3","0","","","4","0","","","1","3","0","","","5","5","5","3","2","","","","3","COSTA MESA","CA","92627","UNITED STATES","10","1","55-64","Female","2","2","2","2","1","0.8875125"
"1765","1545","607","42499","1","2","101","G","3","3","1","2","EVA AIR","TAIPEI","27","17","64","8","3","16:00:00","17:55:00","115","3","","","1","","","1","1","2","1","1","2","1","4","0","1","6","4","4","3","4","0","5","4","3","6","6","6","3","999","","","","","3","6","3","3","3","3","0","","","4","0","","","0","","","","","7","3","4","4","2","","","","1","SAN JOSE","CA","95120","UNITED STATES","4","1","55-64","Female","2","2","1","2","1","0.97551767151767"
"1768","1548","607","42499","1","2","101","G","3","3","1","2","EVA AIR","TAIPEI","27","17","64","8","3","15:30:00","17:55:00","145","3","","","0","","","","1","2","2","1","1","1","2","4","6","6","4","4","4","6","6","3","6","6","6","6","6","4","501","","","","","4","6","6","6","4","4","0","","","4","0","","","2","","","","","7","3","4","3","2","","","","1","SAN JOSE","CA","95129","UNITED STATES","4","1","55-64","Female","2","2","2","2","1","0.97551767151767"
"1781","1537","606","42499","1","2","96","G","3","3","1","2","AIR CANADA","VANCOUVER","569","3","68","4","3","15:20:00","17:20:00","120","2","3","","9","","","","2","2","2","1","2","1","4","3","6","6","2","4","2","6","6","3","3","6","4","6","3","3","0","","","","","4","4","4","6","4","4","0","","","5","0","","","2","","","","","1","4","3","3","1","9","","","3","EDMONTON","","","CANADA","13","1","55-64","Female","2","2","2","2","1","0.2510956937799"
"2900","1461","590","42500","1","3","82","F","3","2","1","2","UNITED","PORTLAND","766","28","51","1","2","17:35:00","19:00:00","85","2","","","3","","","","2","1","2","1","2","1","3","5","4","5","5","5","5","5","5","5","6","6","6","6","6","5","0","","","","","5","6","6","5","5","5","0","","","5","0","","","2","","","","","11","0","6","6","1","22","","","3","WARM SPRINGS","OR","97761","UNITED STATES","10","1","55-64","Female","2","2","2","2","1","1.757875"
"1198","2406","595","42501","1","4","11","A","1","2","1","2","JETBLUE","LAS VEGAS","2288","20","30","1","4","5:45:00","7:10:00","85","1","2","","1","","","0","1","0","0","0","1","1","2","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","0","","","","","5","5","5","5","5","5","0","","","5","0","","","1","3","0","","","8","5","5","5","2","","","","3","FAIRFIELD","CA","94534","UNITED STATES","8","1","55-64","Female","2","2","2","2","1","0.3557037037037"
"1234","2379","597","42501","1","4","8","A","1","1","1","2","HAWAIIAN","HONOLULU","11","19","26","1","2","7:15:00","9:00:00","105","2","","","2","","","","1","2","1","2","1","2","1","4","4","4","5","4","4","3","3","3","4","6","6","6","6","4","0","","","","","4","6","6","6","6","4","0","","","5","5","","","1","5","10","","","30","5","5","5","2","","","","3","REEDLEY","CA","93654","UNITED STATES","10","1","55-64","Female","2","1","2","2","1","0.97551767151767"
"336","119","713","42503","1","6","80","F","2","2","1","2","UNITED","HOUSTON-BUSH","1520","28","27","3","4","10:30:00","13:30:00","180","2","","","9","","","","1","1","1","1","1","1","3","3","2","2","4","5","5","6","6","4","5","5","5","6","5","4","704","202","","","","4","4","5","3","3","3","0","","","3","0","","","1","3","0","","","8","5","5","5","2","","","","3","BEAUMONT","TX","77706","UNITED STATES","11","1","55-64","Female","2","2","2","2","1","1.757875"
"151","266","736","42504","1","7","62","E","3","2","1","2","UNITED","WASHINGTON-DULLES","639","28","69","2","2","19:00:00","22:06:00","186","6","","","2","","","","0","1","1","1","2","0","4","6","4","3","4","4","4","6","6","5","4","6","6","6","6","4","103","","","","","4","0","0","0","4","4","0","","","3","0","","","2","","","","","5","5","5","1","1","5","","","3","WASHINGTON","DC","20016","UNITED STATES","12","1","55-64","Female","2","2","2","2","1","1.757875"
"232","221","732","42504","1","7","77","F","3","2","1","2","UNITED","ONTARIO (CALIF)","5086","28","45","1","1","15:00:00","17:53:00","173","2","","","3","","","","2","2","1","1","2","1","2","3","5","4","4","5","4","6","6","4","6","6","6","6","6","4","994","","","","","5","4","6","5","4","5","0","","","5","0","","","2","","","","","11","6","4","6","2","","","","3","RIVERSIDE","CA","92504","UNITED STATES","10","1","55-64","Female","2","2","2","2","1","1.757875"
"1418","2153","730","42504","1","7","47","C","2","2","1","2","AMERICAN","PHILADELPHIA","774","8","48","2","3","10:30:00","13:30:00","180","2","","","3","","","","0","0","1","1","1","1","2","5","5","5","5","5","5","5","5","5","6","6","5","6","6","5","0","","","","","4","5","6","6","5","4","0","","","5","21","","","2","","","","","11","0","5","2","2","","","","3","PERTH","","","AUSTRALIA","19","1","55-64","Female","2","2","2","2","1","1.1225454545455"
"1470","2100","726","42504","1","7","51","D","1","1","1","2","VIRGIN AMERICA","SAN DIEGO","956","30","55","1","2","8:00:00","10:05:00","125","2","","","0","","","","0","0","0","0","2","1","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","0","","","","","4","0","0","0","4","4","0","","","4","0","","","1","6","0","","","0","0","5","0","2","","","","1","SONOMA","CA","95476","UNITED STATES","7","1","55-64","Female","2","2","4","1","1","1.0005296442688"
"184","278","743","42505","1","1","45","C","2","2","1","2","AMERICAN","PHOENIX","477","8","49","1","4","13:30:00","15:45:00","135","1","","","1","","","0","1","0","1","0","2","1","3","4","3","4","4","4","4","4","4","4","4","4","4","4","4","4","0","","","","","4","4","3","4","4","4","0","","","3","38","","","1","5","2","1","","7","4","5","5","2","","","","1","GILROY","CA","95020","UNITED STATES","4","1","55-64","Female","2","2","2","2","1","1.1225454545455"
"1363","2017","746","42505","1","1","2","A","3","2","1","2","ALASKA","SEATTLE","337","7","60","1","4","17:10:00","19:20:00","130","3","","","5","","","","1","2","1","2","2","1","2","4","3","3","4","4","4","4","4","4","4","6","4","6","6","4","0","","","","","5","6","6","4","4","4","0","","","4","0","","","1","4","4","","","5","5","3","4","1","9","","","3","SEATTLE","WA","","UNITED STATES","10","1","55-64","Female","2","2","1","2","1","0.35525"
"1509","1989","745","42505","1","1","12","A","3","2","1","1","JETBLUE","LONG BEACH","1635","20","33","1","1","16:15:00","18:35:00","140","3","","","9","","","","2","2","2","2","1","2","3","5","6","6","5","5","5","2","6","6","5","6","5","6","5","5","317","","","","","3","5","5","6","3","3","0","","","5","21","","","2","","","","","5","5","5","5","2","","","","3","LOS ANGELES","CA","90717","UNITED STATES","10","1","55-64","Female","2","2","2","2","1","0.3557037037037"
"1662","1630","741","42505","1","1","55","D","2","2","1","2","VIRGIN AMERICA","NEW YORK-JFK","24","30","43","2","4","11:00:00","13:45:00","165","3","","","2","","","","1","1","1","2","1","1","4","4","5","4","4","4","4","6","6","6","3","6","6","6","6","4","0","","","","","4","6","6","5","4","4","0","","","4","0","","","1","5","0","","","9","5","4","5","2","","","","3","SCARSDALE","NY","10583","UNITED STATES","12","1","55-64","Female","2","2","2","2","1","1.0005296442688"
"88","321","751","42506","1","2","43","C","1","1","1","2","DELTA","DETROIT","2520","15","17","3","3","7:00:00","9:00:00","120","3","","","9","","","","1","1","1","2","1","1","4","4","4","4","4","4","4","6","6","6","6","6","4","6","4","0","0","","","","","5","5","5","5","4","5","0","","","4","0","","","1","4","4","","","3","4","5","4","2","","","","3","BERWYN","IL","60402","UNITED STATES","11","1","55-64","Female","2","2","2","2","1","1.0455967741935"
"1687","1622","757","42506","1","2","94","G","3","3","1","2","AIR CANADA","VANCOUVER","569","3","68","4","3","13:00:00","17:20:00","260","2","","","9","","","","1","1","1","1","1","2","0","3","3","4","4","4","4","2","2","5","5","0","5","0","5","4","0","","","","","5","5","5","5","5","5","0","","","5","1","","","2","","","","","4","5","5","5","2","","","","3","VANCOUVER","","","CANADA","13","1","55-64","Female","2","2","4","2","1","0.2510956937799"
"1703","1599","756","42506","1","2","94","G","2","3","1","2","AIR CANADA","TORONTO","784","3","67","4","4","12:30:00","15:50:00","200","2","","","2","","","","2","1","1","2","1","2","1","4","2","2","3","4","3","3","3","2","3","3","6","6","6","4","102","","","","","4","6","6","3","3","4","0","","","3","9","","","2","","","","","99","0","3","2","2","","","","3","NIAGARA","","","CANADA","13","1","55-64","Female","2","2","2","2","1","0.2510956937799"
"2835","1297","754","42506","1","2","46","C","2","1","1","2","DELTA","MINNEAPOLIS","2305","15","39","3","4","11:00:00","12:40:00","100","2","","","6","","","","2","2","2","2","2","1","3","3","3","3","4","4","4","3","3","5","6","6","4","6","6","4","0","","","","","5","5","6","6","5","5","0","","","4","20","","","1","5","1","","","5","5","5","4","2","","","","3","APPLETON","WI","54914","UNITED STATES","11","1","55-64","Female","2","2","2","2","1","1.0455967741935"
"869","899","764","42507","1","3","57","D","1","1","1","2","AMERICAN","DALLAS-FT. WORTH","1164","8","15","3","4","8:30:00","10:15:00","105","10","","","3","","","","1","0","1","1","4","1","4","5","5","5","5","5","5","5","5","5","6","6","5","6","6","5","999","","","","","5","5","5","5","5","5","0","","","5","1","","","1","5","1","","","11","5","5","3","2","","","","3","","NV","","UNITED STATES","10","1","55-64","Female","2","1","2","2","1","1.1225454545455"
"888","888","763","42507","1","3","55","D","1","1","1","2","VIRGIN AMERICA","PORTLAND","219","30","51","1","2","7:03:00","9:25:00","142","6","","","1","","","3","0","0","0","1","1","1","4","5","4","4","5","5","4","4","4","5","5","4","4","4","4","5","602","","","","","4","4","4","5","5","5","0","","","5","1","","","1","5","1","","","30","5","5","5","1","24","","","2","FRESNO","CA","93704","UNITED STATES","10","1","55-64","Female","2","2","2","2","1","1.0005296442688"
"969","1718","771","42507","1","3","30","B","3","2","1","1","SOUTHWEST","SANTA ANA","2285","25","58","1","2","18:15:00","19:20:00","65","2","","","6","","","","2","2","2","2","3","1","4","1","1","1","3","3","4","6","6","6","6","6","4","6","6","2","5","202","","","","2","4","6","6","3","3","0","","","4","22","","","1","5","1","6","","5","5","5","4","2","","","","3","IRVINE","CA","92620","UNITED STATES","10","1","55-64","Female","2","2","1","1","1","0.8875125"
"1968","1196","767","42507","1","3","53","D","2","1","1","2","VIRGIN AMERICA","DENVER","866","30","16","1","4","9:30:00","13:00:00","210","3","","","9","","","","1","1","1","1","3","1","4","5","5","4","5","5","5","6","6","5","6","6","6","6","5","5","999","","","","","5","5","5","5","5","5","1","","","4","5","","","0","","","","","6","4","5","3","2","","","","3","DENVER","CO","80516","UNITED STATES","10","1","55-64","Female","2","2","1","4","1","1.0005296442688"
"1595","1901","778","42508","1","4","4","A","1","1","1","1","DELTA","LOS ANGELES","2754","15","34","1","4","8:00:00","10:00:00","120","1","","","4","","","","1","2","1","2","1","1","2","4","6","6","4","4","4","4","4","4","6","6","6","6","6","4","0","","","","","4","6","6","6","4","4","0","","","5","1","","","2","","","","","5","4","4","3","1","4","21","26","2","LOS ANGELES","CA","90042","UNITED STATES","10","1","55-64","Female","2","2","1","1","1","1.0455967741935"
"1598","1904","778","42508","1","4","4","A","1","1","1","2","DELTA","LOS ANGELES","2754","15","34","1","4","8:45:00","10:00:00","75","3","","","1","","","3","2","2","2","2","3","1","2","3","4","4","4","4","3","3","4","0","4","4","4","4","4","4","0","","","","","4","4","0","5","5","4","0","","","5","21","1","","1","0","0","","","2","3","5","5","2","","","","1","SAN RAMON","CA","94583","UNITED STATES","5","1","55-64","Female","2","4","4","4","1","1.0455967741935"
"1603","1909","778","42508","1","4","4","A","1","1","1","2","DELTA","LOS ANGELES","2754","15","34","1","4","7:30:00","10:00:00","150","2","","","5","","","","1","2","1","1","1","2","1","5","3","6","4","6","6","6","6","4","6","6","6","6","6","4","999","","","","","4","6","6","4","3","4","0","","","4","1","24","","2","","","","","5","3","4","4","2","","","","3","RIO DE JANEIRO","","","BRAZIL","14","1","55-64","Female","2","2","2","2","1","1.0455967741935"
"2043","1770","775","42508","1","4","46","C","1","2","1","2","DELTA","DETROIT","854","15","17","3","3","4:30:00","6:30:00","120","1","","","4","","","","1","2","1","2","1","1","1","6","3","6","4","4","4","6","6","6","6","6","6","6","6","4","0","","","","","4","0","0","0","4","0","0","","","3","0","","","1","3","0","","","5","4","3","3","1","4","","","3","MASON","OH","45040","UNITED STATES","11","1","55-64","Female","2","2","2","2","1","1.0455967741935"
"2062","1778","776","42508","1","4","48","C","1","2","1","2","DELTA","SEATTLE","5734","15","60","1","4","6:30:00","7:55:00","85","3","","","5","","","","2","2","2","2","1","1","2","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","0","","","","","4","4","4","4","4","4","0","","","4","0","","","1","2","14","","","1","5","5","1","1","5","","","3","MADISON","WI","","UNITED STATES","11","1","55-64","Female","2","2","2","2","1","1.0455967741935"
"825","791","810","42509","2","5","93","G","3","3","1","2","AER LINGUS","DUBLIN","146","1","19","6","2","14:00:00","17:30:00","210","2","","","2","","","","1","2","2","1","1","1","4","3","6","3","4","5","4","0","4","5","6","6","6","6","6","4","0","","","","","5","5","5","5","5","5","0","","","5","0","","","2","","","","","19","2","4","5","2","","","","2","NEWCASTLE","CA","","UNITED STATES","10","1","55-64","Female","2","2","2","2","1","0.97551767151767"
"848","822","798","42509","2","5","8","A","1","1","1","2","HAWAIIAN","HONOLULU","11","19","26","1","2","7:00:00","9:00:00","120","3","","","2","","","","1","0","1","1","2","1","4","5","5","5","5","5","5","6","6","5","5","6","6","6","6","5","0","","","","","5","6","6","4","4","4","0","","","4","0","","","1","3","0","","","6","4","5","5","2","","","","1","REDWOOD CITY","CA","94062","UNITED STATES","2","1","55-64","Female","2","2","1","1","1","0.97551767151767"
